dassco:taxonID	dassco:name	dassco:author	dassco:fullname	dassco:epithet	dassco:rankid	dassco:extinct	dwc:taxonID	dwc:scientificName	dwc:scientificNameAuthorship	dwc:parentNameUsageID	dwc:parentNameUsage	dwc:acceptedNameUsageID	dwc:acceptedNameUsage	dwc:taxonomicStatus	dwc:taxonRank	sp:taxonID	sp:fullname	sp:author	sp:rankid	sp:rankname	sp:parentname	sp:taxonnr	sp:taxonnrsource
f6459e9d111405474eba79696e602620	Cerastium alpinum var. lanatum		Cerastium alpinum var. lanatum 		240	false										4088984	Cerastium alpinum var. lanatum		240	variety	Cerastium alpinum		
8d8cd2ac6d794babd769fa429c87b9e9	Cerastium alpinum var. robustum		Cerastium alpinum var. robustum 		240	false										4051720	Cerastium alpinum var. robustum		240	variety	Cerastium alpinum		
1abf6a869b18413095fb29e108d21343	Cerastium alpinum var. vestitum		Cerastium alpinum var. vestitum 		240	false										4097553	Cerastium alpinum var. vestitum		240	variety	Cerastium alpinum		
8fd0e796d93315547adfd3a7c3f2f583	Cerastium arcticum var. arcticum		Cerastium arcticum var. arcticum 		240	false										365894	Cerastium arcticum var. arcticum		240	variety	Cerastium arcticum		
30f0485e94d51096f9a2a2672c1b4689	Cerastium arcticum var. Lange		Cerastium arcticum var. Lange 		240	false										432508	Cerastium arcticum var. Lange		240	variety	Cerastium arcticum		
85c1034af65b047f8aaf9823ef7b74c7	Cerastium arcticum var. percerum		Cerastium arcticum var. percerum 		240	false										4097555	Cerastium arcticum var. percerum		240	variety	Cerastium arcticum		
d14eed2360475729b1dc6e865fe859fd	Cerastium arcticum var. procerum		Cerastium arcticum var. procerum 		240	false										367963	Cerastium arcticum var. procerum		240	variety	Cerastium arcticum		
27725ee342e1b36887aff6f90e3cd955	Cerastium arcticum var. sordidum		Cerastium arcticum var. sordidum 		240	false										367958	Cerastium arcticum var. sordidum		240	variety	Cerastium arcticum		
9367ddeb112e402f121393eacfc10063	Cerastium arcticum var. var sordidum		Cerastium arcticum var. var sordidum 		240	false										4097562	Cerastium arcticum var. var sordidum		240	variety	Cerastium arcticum		
f50e3b0bee8fe7a7843e3cb2a6594d99	Cerastium arcticum var. vesticum		Cerastium arcticum var. vesticum 		240	false										4088971	Cerastium arcticum var. vesticum		240	variety	Cerastium arcticum		
05ae76b8a4b4a7e86d3a23c926d21a59	Cerastium arcticus var. Lange		Cerastium arcticus var. Lange 		240	false										432865	Cerastium arcticus var. Lange		240	variety	Cerastium arcticus		
d512c781f6fc0fe1478a630c2fbd2b00	Cerastium caespitosum var. alpestre		Cerastium caespitosum var. alpestre 		240	false										367930	Cerastium caespitosum var. alpestre		240	variety	Cerastium caespitosum		
82c7c86d179787ea0a0e6f5403828ffe	Cerastium holosteoides var. alpestre		Cerastium holosteoides var. alpestre 		240	false										367929	Cerastium holosteoides var. alpestre		240	variety	Cerastium holosteoides		
d3d75992417d63ce6db0b2ce1ae024f5	Cerastium hyperboreum var. alpinopilosum		Cerastium hyperboreum var. alpinopilosum 		240	false										4097557	Cerastium hyperboreum var. alpinopilosum		240	variety	Cerastium hyperboreum		
2173600fd2560cc318ddd059298b37a9	Cerastium vulgare var. alpestre		Cerastium vulgare var. alpestre 		240	false										367927	Cerastium vulgare var. alpestre		240	variety	Cerastium vulgare		
2dfb5c9345866b363c5f336bfd53311b	Cerastium vulgatum var. alpestre		Cerastium vulgatum var. alpestre 		240	false										367940	Cerastium vulgatum var. alpestre		240	variety	Cerastium vulgatum		
02d2cba2cdc06888ecfabab118dcb5f7	Chaetostoma glaziovii var. rubella	Cogn.	Chaetostoma glaziovii var. rubella Cogn.		240	false										6178762	Chaetostoma glaziovii var. rubella Cogn.		240	variety	Chaetostoma glaziovii		
eeca967716eccde577940ee013b593d4	Chaetostoma luteum var. quadrifarinum	Cogn.	Chaetostoma luteum var. quadrifarinum Cogn.		240	false										6178760	Chaetostoma luteum var. quadrifarinum Cogn.		240	variety	Chaetostoma luteum		
4455b94561b56f5a9f710941939ab058	Chamaecrista nictitans var. jaliscensis	(Greenm.) H.S. Irwin & Barneby	Chamaecrista nictitans var. jaliscensis (Greenm.) H.S. Irwin & Barneby		240	false										6130089	Chamaecrista nictitans var. jaliscensis (Greenm.) H.S. Irwin & Barneby		240	variety	Chamaecrista nictitans		
27a0e7848bdaac6d0b9727e1db49df9b	Chamaenerion angustifolium var. intermedia		Chamaenerion angustifolium var. intermedia 		240	false										4089177	Chamaenerion angustifolium var. intermedia		240	variety	Chamaenerion angustifolium		
c40c0fc6108740f8e54895cb44b93656	Chamaenerion angustifolium var. intermedium	(Wormsk.) Lange	Chamaenerion angustifolium var. intermedium (Wormsk.) Lange		240	false										365860	Chamaenerion angustifolium var. intermedium (Wormsk.) Lange		240	variety	Chamaenerion angustifolium		
3c1535d9b813a8ae0a8f9747c5cd3ff7	Chamaenerion angustifolius var. intermedium		Chamaenerion angustifolius var. intermedium 		240	false										4051846	Chamaenerion angustifolius var. intermedium		240	variety	Chamaenerion angustifolius		
a74bfa04226dab354f7851179658631f	Chamaenerion latifolium var. albiflorem	(L.) Sweet	Chamaenerion latifolium var. albiflorem (L.) Sweet		240	false										368265	Chamaenerion latifolium var. albiflorem (L.) Sweet		240	variety	Chamaenerion latifolium		
9c3951e3984cba0e0531713a75c60be8	Chamaenerion latifolium var. albiflorum	(L.) Sweet	Chamaenerion latifolium var. albiflorum (L.) Sweet		240	false										368258	Chamaenerion latifolium var. albiflorum (L.) Sweet		240	variety	Chamaenerion latifolium		
1d5981782276ad446edfc8e5dbab314f	Chamaenerion latifolium var. ambiguum	Th. Fr. & Lange	Chamaenerion latifolium var. ambiguum Th. Fr. & Lange		240	false										6174286	Chamaenerion latifolium var. ambiguum Th. Fr. & Lange		240	variety	Chamaenerion latifolium		
28615409cfba99b47f9222637ce15880	Chamaenerion latifolium var. leptopetala	(L.)	Chamaenerion latifolium var. leptopetala (L.)		240	false										368245	Chamaenerion latifolium var. leptopetala (L.)		240	variety	Chamaenerion latifolium		
c51e41525c873db002a99f72c65c9065	Chamaenerion latifolium var. tenuiflorum	Th. Fr. & Lange	Chamaenerion latifolium var. tenuiflorum Th. Fr. & Lange		240	false										6174288	Chamaenerion latifolium var. tenuiflorum Th. Fr. & Lange		240	variety	Chamaenerion latifolium		
951e7d9ddc4e05d632f87fba20c92ad5	Chamaenerium angustifolium var. ambignum		Chamaenerium angustifolium var. ambignum 		240	false										4051858	Chamaenerium angustifolium var. ambignum		240	variety	Chamaenerium angustifolium		
51ab925cd52dd74a982b4ec713ba97f2	Chamaenerium angustifolium var. intermedium		Chamaenerium angustifolium var. intermedium 		240	false										365864	Chamaenerium angustifolium var. intermedium		240	variety	Chamaenerium angustifolium		
fa8fa552676ffe99e115e233755686c8	Chamaenerium angustifolium var. macrophyllum		Chamaenerium angustifolium var. macrophyllum 		240	false										4051848	Chamaenerium angustifolium var. macrophyllum		240	variety	Chamaenerium angustifolium		
27e8f28d04b8adc54af768710a2b7c2a	Chamaenerium angustifolium var. microphyllum		Chamaenerium angustifolium var. microphyllum 		240	false										4051854	Chamaenerium angustifolium var. microphyllum		240	variety	Chamaenerium angustifolium		
7f288dde0032bdd2214e807bf024ab04	Chamaenerium latifolium var. albiflora		Chamaenerium latifolium var. albiflora 		240	false										4051821	Chamaenerium latifolium var. albiflora		240	variety	Chamaenerium latifolium		
a8030ed08b8eaa8896f805d78367b8f7	Chamaenerium latifolium var. albiflorum		Chamaenerium latifolium var. albiflorum 		240	false										4051837	Chamaenerium latifolium var. albiflorum		240	variety	Chamaenerium latifolium		
256ba088cb6ce848e59b4d2981f6edb6	Chamaenerium latifolium var. stenopetala		Chamaenerium latifolium var. stenopetala 		240	false										4097724	Chamaenerium latifolium var. stenopetala		240	variety	Chamaenerium latifolium		
d35e1747ed595745bf5400953d19c954	Chamaenerium latifolium var. tenuiflora	(L.)	Chamaenerium latifolium var. tenuiflora (L.)		240	false										368247	Chamaenerium latifolium var. tenuiflora (L.)		240	variety	Chamaenerium latifolium		
6c19464078ea704a220ed929d1275d13	Chamaenerium latifolium var. tenuiflorum	(L.)	Chamaenerium latifolium var. tenuiflorum (L.)		240	false										368261	Chamaenerium latifolium var. tenuiflorum (L.)		240	variety	Chamaenerium latifolium		
0b9dab24055cc98d4248e4c6bd9a2d82	Chamaenerium sp. var. albiflorum		Chamaenerium sp. var. albiflorum 		240	false										4097726	Chamaenerium sp. var. albiflorum		240	variety	Chamaenerium sp.		
2fad12e1d0af18548d923bcc1dde9e1c	Chamaepeuce mutica var. camptolepis	Boiss.	Chamaepeuce mutica var. camptolepis Boiss.		240	false										6175181	Chamaepeuce mutica var. camptolepis Boiss.		240	variety	Chamaepeuce mutica		
92e3582f16b9d484c4867d4b1ddbcbad	Chamaepeuce mutica var. camtolepis	Boiss.	Chamaepeuce mutica var. camtolepis Boiss.		240	false										6175180	Chamaepeuce mutica var. camtolepis Boiss.		240	variety	Chamaepeuce mutica		
be71648e081f1ff7d3140b051cfe0a3d	Chamænerium angustifolium var. intermedium		Chamænerium angustifolium var. intermedium 		240	false										4051830	Chamænerium angustifolium var. intermedium		240	variety	Chamænerium angustifolium		
77ce35c76f1454a996479d66a7d32cda	Chamænerium latifolium var. albiflorum		Chamænerium latifolium var. albiflorum 		240	false										4051832	Chamænerium latifolium var. albiflorum		240	variety	Chamænerium latifolium		
b6853f2a1a1af0a3971bdf9594e24a5f	Chascanum pinnatifidum var. racemosum	Schinz & Moldenke	Chascanum pinnatifidum var. racemosum Schinz & Moldenke		240	false										6115652	Chascanum pinnatifidum var. racemosum Schinz & Moldenke		240	variety	Chascanum pinnatifidum		
0871635f6b4b4071acc5a2ea0e51a189	Chiococca brachiata var. densifolia	Müll. Arg.	Chiococca brachiata var. densifolia Müll. Arg.		240	false										6182952	Chiococca brachiata var. densifolia Müll.Arg.		240	variety	Chiococca brachiata		
8f8530ed7950f8d9e695b3cc0047120a	Chlorophyton intermedium var. subundulatum	(K. Larsen) Charoenphol	Chlorophyton intermedium var. subundulatum (K. Larsen) Charoenphol		240	false										6123301	Chlorophyton intermedium var. subundulatum (K. Larsen) Charoenphol		240	variety	Chlorophyton intermedium		
2d2601e26e8734705c3d0fff92e95163	Chrysosplenium alternifolium var. tetrandrum		Chrysosplenium alternifolium var. tetrandrum 		240	false										4051488	Chrysosplenium alternifolium var. tetrandrum		240	variety	Chrysosplenium alternifolium		
7f373061ae81f1ab5d14ca713b82606f	Cicer songaricum var. alaicum	M. Popov	Cicer songaricum var. alaicum M. Popov		240	false										6122028	Cicer songaricum var. alaicum M. Popov		240	variety	Cicer songaricum		
61befff85b9ded48e7a98df05e09d904	Cicer songaricum var. imparipinnatum	Regel	Cicer songaricum var. imparipinnatum Regel		240	false										6177437	Cicer songaricum var. imparipinnatum Regel		240	variety	Cicer songaricum		
dc242d6868daf9d3309e0a22f03812a7	Cienfuegosia escholtzioides var. hassleriana	Hochr.	Cienfuegosia escholtzioides var. hassleriana Hochr.		240	false										6178653	Cienfuegosia escholtzioides var. hassleriana Hochr.		240	variety	Cienfuegosia escholtzioides		
8a545f7142a05fc8059e87961454931a	Cirsium oleracium var. atropurpureum	H. Mort.	Cirsium oleracium var. atropurpureum H. Mort.		240	false										6182861	Cirsium oleracium var. atropurpureum H. Mort.		240	variety	Cirsium oleracium		
1dc52492970d1223d6e480cefc717401	Cirsium oleracium var. atrosanguineum	H. Mort.	Cirsium oleracium var. atrosanguineum H. Mort.		240	false										6182862	Cirsium oleracium var. atrosanguineum H. Mort.		240	variety	Cirsium oleracium		
82413aeaa934bf92dcacb83266a51ce9	Cnemidostachys salicifolia var. ditassoides	Not on Sheet	Cnemidostachys salicifolia var. ditassoides Not on Sheet		240	false										6177201	Cnemidostachys salicifolia var. ditassoides		240	variety	Cnemidostachys salicifolia		
505baac429ea3a49665f1ff4ca3a8c11	Coccothrinax eggersiana var. santaecrucis	Becc.	Coccothrinax eggersiana var. santaecrucis Becc.		240	false										6183268	Coccothrinax eggersiana var. santaecrucis Becc.		240	variety	Coccothrinax eggersiana		
deb9028e6901783baf07579d19463791	Cochlearia danica var. integrifolia		Cochlearia danica var. integrifolia 		240	false										367770	Cochlearia danica var. integrifolia		240	variety	Cochlearia danica		
86c4417dde874156692d9a5a3215ce57	Cochlearia groenlandica var. arctica		Cochlearia groenlandica var. arctica 		240	false										4088632	Cochlearia groenlandica var. arctica		240	variety	Cochlearia groenlandica		
b85fac9e5c2297178a2a31f7609219c5	Cochlearia groenlandica var. minor		Cochlearia groenlandica var. minor 		240	false										367784	Cochlearia groenlandica var. minor		240	variety	Cochlearia groenlandica		
4f6f2b24fe6f2a82c0737ef99832b85b	Cochlearia groenlandica var. oblongifolia		Cochlearia groenlandica var. oblongifolia 		240	false										367779	Cochlearia groenlandica var. oblongifolia		240	variety	Cochlearia groenlandica		
b2e8e6fc45e64adbaab97144d87167c9	Cochlearia grónlandica var. minor		Cochlearia grónlandica var. minor 		240	false										4088622	Cochlearia grónlandica var. minor		240	variety	Cochlearia grónlandica		
fec7a4d12d8e42afa6c641f075ca8aae	Cochlearia grónlandica var. oblongifolia		Cochlearia grónlandica var. oblongifolia 		240	false										4088629	Cochlearia grónlandica var. oblongifolia		240	variety	Cochlearia grónlandica		
aa72d65f0d9a4aa9dc1b82e566f3011b	Cochlearia officinalis var. arctica		Cochlearia officinalis var. arctica 		240	false										367780	Cochlearia officinalis var. arctica		240	variety	Cochlearia officinalis		
81d1759ec0aa17fd522a44cb3e0cf2d0	Cochlearia officinalis var. arcticus		Cochlearia officinalis var. arcticus 		240	false										366540	Cochlearia officinalis var. arcticus		240	variety	Cochlearia officinalis		
290f58a2eae46449ceb8ddeaca969ca9	Cochlearia officinalis var. grl		Cochlearia officinalis var. grl 		240	false										4076308	Cochlearia officinalis var. grl		240	variety	Cochlearia officinalis		
cb0f02b4c35879eddaa3201377cd7ba6	Cochlearia officinalis var. groenlandica		Cochlearia officinalis var. groenlandica 		240	false										366537	Cochlearia officinalis var. groenlandica		240	variety	Cochlearia officinalis		
cc70342cf28cc7d1e9c36a4ad9f440e9	Cochlearia officinalis var. grønlandica		Cochlearia officinalis var. grønlandica 		240	false										4076303	Cochlearia officinalis var. grønlandica		240	variety	Cochlearia officinalis		
ae4a620eef8aa97bd0d6eca4736281a9	Cochlearia officinalis var. oblongifolia		Cochlearia officinalis var. oblongifolia 		240	false										366541	Cochlearia officinalis var. oblongifolia		240	variety	Cochlearia officinalis		
8981fd1219e8a526119414ed22c4d634	Cola gigantea var. glabrescens	Brenan et Keay	Cola gigantea var. glabrescens Brenan et Keay		240	false										6116835	Cola gigantea var. glabrescens Brenan et Keay		240	variety	Cola gigantea		
