dassco:taxonID	dassco:name	dassco:author	dassco:fullname	dassco:epithet	dassco:rankid	dassco:extinct	dwc:taxonID	dwc:scientificName	dwc:scientificNameAuthorship	dwc:parentNameUsageID	dwc:parentNameUsage	dwc:acceptedNameUsageID	dwc:acceptedNameUsage	dwc:taxonomicStatus	dwc:taxonRank	sp:taxonID	sp:fullname	sp:author	sp:rankid	sp:rankname	sp:parentname	sp:taxonnr	sp:taxonnrsource
5471f3f74a610aaf7e2e1c5c47953184	Bourreria grandicalyx J.S. Mill & Sirot	J.S.Mill. & Sirot	Bourreria grandicalyx J.S. Mill & Sirot J.S.Mill. & Sirot		220	false										6119863	Bourreria grandicalyx J.S. Mill & Sirot		220	Species	Bourreria		
b730701e5b0a68be4dd8eb92d0c3de0a	Bouteloua media	(E. Fourn.) Gould & Kapadia	Bouteloua media (E. Fourn.) Gould & Kapadia		220	false										6179864	Bouteloua media (E. Fourn.) Gould & Kapadia		220	Species	Bouteloua		
ddf24d645146041a1c21040272671110	Brachiaria deflexa	Schumach.	Brachiaria deflexa Schumach.		220	false										6117095	Brachiaria deflexa Schumach.		220	Species	Brachiaria		
a2344dd3361874b0048c522234464bcf	Brachypodium distachyum	(L.) P. Beauv.	Brachypodium distachyum (L.) P. Beauv.		220	false										6171249	Brachypodium distachyum (L.) P. Beauv.		220	Species	Brachypodium		
28d5103c705bc4aac440414983afed35	Brachypodium mexicanum	(Lag.) Link	Brachypodium mexicanum (Lag.) Link		220	false										6125253	Brachypodium mexicanum (Lag.) Link		220	Species	Brachypodium		
57b372bc7356c71f34977931d9811b94	Brachypodium subcarneum	(Boiss. & Reut.) Boiss. & Reut.	Brachypodium subcarneum (Boiss. & Reut.) Boiss. & Reut.		220	false										6175401	Brachypodium subcarneum (Boiss. & Reut.) Boiss. & Reut.		220	Species	Brachypodium		
04f27356d3965bcb7ed986f953322ac9	Brachystele guyanensis	(Lindl.) Schltr.	Brachystele guyanensis (Lindl.) Schltr.		220	false										6124778	Brachystele guyanensis (Lindl.) Schltr.		220	Species	Brachystele		
3c62a712ce934a062d4890c97cf2ec4c	Bradleia elliptica		Bradleia elliptica 		220	false										6177137	Bradleia elliptica		220	Species	Bradleia		
d19889796d3c90ef78b4d9c09f95b1f2	Bradleja rhamnoides		Bradleja rhamnoides 		220	false										6177085	Bradleja rhamnoides		220	Species	Bradleja		
e0d84c958766892449e7ecd08950934c	Brassaia capitata	C.B. Clarke	Brassaia capitata C.B. Clarke		220	false										6174508	Brassaia capitata C.B.Clarke		220	Species	Brassaia		
a90b45105b37411b8a34386c55dd6f27	Braya humilis	(C.A. Mey.) B.L. Rob.	Braya humilis (C.A. Mey.) B.L. Rob.		220	false										6118163	Braya humilis (C.A. Mey.) B.L. Rob.		220	Species	Braya		
8103af6aafe96572baadf774a2c601ea	Braya linearis-novae angliae		Braya linearis-novae angliae 		220	false										4076311	Braya linearis-novae angliae		220	Species	Braya		
bb7bb8725ff88343e19f0dbf056d1569	Braya novae angliae		Braya novae angliae 		220	false										4076277	Braya novae angliae		220	Species	Braya		
7cf6cfbb1b1159d6742c06b4dc935b0e	Braya purpurascens-glabella		Braya purpurascens-glabella 		220	false										367807	Braya purpurascens-glabella		220	Species	Braya		
fc8898c2cc57f56e9d0de615695bfbc8	Bredemeyera kunthiana	(J. St.-Hil.) Klotzsch ex A.W. Benn.	Bredemeyera kunthiana (J. St.-Hil.) Klotzsch ex A.W. Benn.		220	false										6125577	Bredemeyera kunthiana (J. St.-Hil.) Klotzsch ex A.W. Benn.		220	Species	Bredemeyera		
6502d923a7a4ca0487db0cfecb09e7eb	Bredemeyera laurifolia	Klotzsch ex A.W.Benn.	Bredemeyera laurifolia Klotzsch ex A.W.Benn.		220	false										6180258	Bredemeyera laurifolia Klotzsch ex A.W.Benn.		220	Species	Bredemeyera		
fc1647df9568bce341ec7e479d55ec6c	Bredemeyera myrtifolia A.W. Benn.	A.W.Benn.	Bredemeyera myrtifolia A.W. Benn. A.W.Benn.		220	false										6125578	Bredemeyera myrtifolia A.W. Benn.		220	Species	Bredemeyera		
a459c706fb667060ae12a19954eaeeab	Breonadia salicina	(Vahl) Hepper & J.R.I. Wood	Breonadia salicina (Vahl) Hepper & J.R.I. Wood		220	false										6116347	Breonadia salicina (Vahl) Hepper & J.R.I. Wood		220	Species	Breonadia		
b4f2899c0ccdfd57aed623fced69231f	Breynia rhamnoides	(Retz.) Müll. Arg.	Breynia rhamnoides (Retz.) Müll. Arg.		220	false										6121506	Breynia rhamnoides (Retz.) Müll.Arg.		220	Species	Breynia		
860592be6e4cb1595afbd7cf2ae950e6	Brickellia cavanillesi	(Cass.) A. Gray	Brickellia cavanillesi (Cass.) A. Gray		220	false										6174825	Brickellia cavanillesi (Cass.) A. Gray		220	Species	Brickellia		
4282fd5e0a05f5da75797d8f8b363e32	Briya virens	L.	Briya virens L.		220	false										6173107	Briya virens L.		220	Species	Briya		
ac81e05ad9cb2026fefdf48ea8cbb533	Bromus alopecuros	Not on sheet	Bromus alopecuros Not on sheet		220	false										6180002	Bromus alopecuros		220	Species	Bromus		
6e602c9a5ff36b44e48929f03c072e3a	Bromus communitatus	Schrad.	Bromus communitatus Schrad.		220	false										6171252	Bromus communitatus Schrad.		220	Species	Bromus		
1764b5fd7e16c9e3b1c9e1491d0472f0	Bromus erectus	Hb. Haun	Bromus erectus Hb. Haun		220	false										366327	Bromus erectus Hb. Haun		220	Species	Bromus		
6c872277bbe47480eb1624b9e6e6d8cd	Bromus longiflorus	Not on sheet	Bromus longiflorus Not on sheet		220	false										6179872	Bromus longiflorus		220	Species	Bromus		
9c6aad95bc52dd27d26545e295e30097	Bromus mallis	L.	Bromus mallis L.		220	false										6171250	Bromus mallis L.		220	Species	Bromus		
c23c0cc29e189c3554ecc6d2e51a069e	Bromus pinnatus	L. sensu Forssk.	Bromus pinnatus L. sensu Forssk.		220	false										6171253	Bromus pinnatus L. sensu Forssk.		220	Species	Bromus		
a285846d9e0bf291a521231fa4a5509d	Bromus poi-formis	Forssk.	Bromus poi-formis Forssk.		220	false										6171255	Bromus poi-formis Forssk.		220	Species	Bromus		
985220e8e8e3e7326826d0f0d5ada3bd	Bromus unioloides	Nees	Bromus unioloides Nees		220	false										6179877	Bromus unioloides Nees		220	Species	Bromus		
3881c5fc3345515c9bc51e0ebaf06d23	Brunfelsia hopeana	Benth.	Brunfelsia hopeana Benth.		220	false										6181028	Brunfelsia hopeana Benth.		220	Species	Brunfelsia		
adee99a8c1c2ab4dbb286a39b62249c7	Bryanthus caernelus		Bryanthus caernelus 		220	false										4052657	Bryanthus caernelus		220	Species	Bryanthus		
a056b617a685498b4cea457f13f571d2	Bryanthus cøruleus	(L.) Dippel.	Bryanthus cøruleus (L.) Dippel.		220	false										4052662	Bryanthus cøruleus (L.) Dippel.		220	Species	Bryanthus		
d9878e27565d8f081ae83e81cce2d788	Bryanthys coeruleus	(L.) Dipp.	Bryanthys coeruleus (L.) Dipp.		220	false										4052661	Bryanthys coeruleus (L.) Dipp.		220	Species	Bryanthys		
